district,date,month,year,visitors,Type
Ranga Reddy,01-06-2018,June,2018, ,Foreign
Ranga Reddy,01-07-2018,July,2018, ,Foreign
Ranga Reddy,01-08-2018,August,2018, ,Foreign
Ranga Reddy,01-09-2018,September,2018, ,Foreign
Ranga Reddy,01-10-2018,October,2018, ,Foreign
Ranga Reddy,01-11-2018,November,2018, ,Foreign
Ranga Reddy,01-12-2018,December,2018, ,Foreign
Sangareddy ,01-01-2018,January,2018,0,Foreign
Sangareddy ,01-02-2018,February,2018,0,Foreign
Sangareddy ,01-03-2018,March,2018,0,Foreign
Sangareddy ,01-04-2018,April,2018,0,Foreign
Sangareddy ,01-05-2018,May,2018,0,Foreign
Sangareddy ,01-06-2018,June,2018,0,Foreign
Sangareddy ,01-07-2018,July,2018,0,Foreign
Sangareddy ,01-08-2018,August,2018,0,Foreign
Sangareddy ,01-09-2018,September,2018,0,Foreign
Sangareddy ,01-10-2018,October,2018,0,Foreign
Sangareddy ,01-11-2018,November,2018,0,Foreign
Sangareddy ,01-12-2018,December,2018,0,Foreign
Siddipet,01-01-2018,January,2018,0,Foreign
Siddipet,01-02-2018,February,2018,0,Foreign
Siddipet,01-03-2018,March,2018,0,Foreign
Siddipet,01-04-2018,April,2018,0,Foreign
Siddipet,01-05-2018,May,2018,0,Foreign
Siddipet,01-06-2018,June,2018,0,Foreign
Siddipet,01-07-2018,July,2018,0,Foreign
Siddipet,01-08-2018,August,2018,0,Foreign
Siddipet,01-09-2018,September,2018,0,Foreign
Siddipet,01-10-2018,October,2018,0,Foreign
Siddipet,01-11-2018,November,2018,0,Foreign
Siddipet,01-12-2018,December,2018,0,Foreign
Suryapet,01-01-2018,January,2018,0,Foreign
Suryapet,01-02-2018,February,2018,0,Foreign
Suryapet,01-03-2018,March,2018,0,Foreign
Suryapet,01-04-2018,April,2018,0,Foreign
Suryapet,01-05-2018,May,2018,0,Foreign
Suryapet,01-06-2018,June,2018,0,Foreign
Suryapet,01-07-2018,July,2018,0,Foreign
Suryapet,01-08-2018,August,2018,0,Foreign
Suryapet,01-09-2018,September,2018,0,Foreign
Suryapet,01-10-2018,October,2018,0,Foreign
Suryapet,01-11-2018,November,2018,0,Foreign
Suryapet,01-12-2018,December,2018,0,Foreign
Vikarabad,01-01-2018,January,2018, ,Foreign
Vikarabad,01-02-2018,February,2018, ,Foreign
Vikarabad,01-03-2018,March,2018, ,Foreign
Vikarabad,01-04-2018,April,2018, ,Foreign
Vikarabad,01-05-2018,May,2018, ,Foreign
Vikarabad,01-06-2018,June,2018, ,Foreign
Vikarabad,01-07-2018,July,2018, ,Foreign
Vikarabad,01-08-2018,August,2018, ,Foreign
Vikarabad,01-09-2018,September,2018, ,Foreign
Vikarabad,01-10-2018,October,2018, ,Foreign
Vikarabad,01-11-2018,November,2018, ,Foreign
Vikarabad,01-12-2018,December,2018, ,Foreign
Wanaparthy ,01-01-2018,January,2018,0,Foreign
Wanaparthy ,01-02-2018,February,2018,0,Foreign
Wanaparthy ,01-03-2018,March,2018,0,Foreign
Wanaparthy ,01-04-2018,April,2018,0,Foreign
Wanaparthy ,01-05-2018,May,2018,0,Foreign
Wanaparthy ,01-06-2018,June,2018,0,Foreign
Wanaparthy ,01-07-2018,July,2018,0,Foreign
Wanaparthy ,01-08-2018,August,2018,0,Foreign
Wanaparthy ,01-09-2018,September,2018,0,Foreign
Wanaparthy ,01-10-2018,October,2018,0,Foreign
Wanaparthy ,01-11-2018,November,2018,0,Foreign
Wanaparthy ,01-12-2018,December,2018,0,Foreign
Warangal (Rural),01-01-2018,January,2018,0,Foreign
Warangal (Rural),01-02-2018,February,2018,0,Foreign
Warangal (Rural),01-03-2018,March,2018,0,Foreign
Warangal (Rural),01-04-2018,April,2018,0,Foreign
Warangal (Rural),01-05-2018,May,2018,0,Foreign
Warangal (Rural),01-06-2018,June,2018,0,Foreign
Warangal (Rural),01-07-2018,July,2018,0,Foreign
Warangal (Rural),01-08-2018,August,2018,0,Foreign
Warangal (Rural),01-09-2018,September,2018,0,Foreign
Warangal (Rural),01-10-2018,October,2018,0,Foreign
Warangal (Rural),01-11-2018,November,2018,0,Foreign
Warangal (Rural),01-12-2018,December,2018,0,Foreign
Warangal (Urban),01-01-2018,January,2018,150,Foreign
Warangal (Urban),01-02-2018,February,2018,185,Foreign
Warangal (Urban),01-03-2018,March,2018,160,Foreign
Warangal (Urban),01-04-2018,April,2018,150,Foreign
Warangal (Urban),01-05-2018,May,2018,140,Foreign
Warangal (Urban),01-06-2018,June,2018,130,Foreign
Warangal (Urban),01-07-2018,July,2018,130,Foreign
Warangal (Urban),01-08-2018,August,2018,135,Foreign
Warangal (Urban),01-09-2018,September,2018,145,Foreign
Warangal (Urban),01-10-2018,October,2018,160,Foreign
Warangal (Urban),01-11-2018,November,2018,170,Foreign
Warangal (Urban),01-12-2018,December,2018,187,Foreign
Yadadri Bhongir,01-01-2018,January,2018,0,Foreign
Yadadri Bhongir,01-02-2018,February,2018,0,Foreign
Yadadri Bhongir,01-03-2018,March,2018,0,Foreign
Yadadri Bhongir,01-04-2018,April,2018,0,Foreign
Yadadri Bhongir,01-05-2018,May,2018,0,Foreign
Yadadri Bhongir,01-06-2018,June,2018,0,Foreign
Yadadri Bhongir,01-07-2018,July,2018,0,Foreign
Yadadri Bhongir,01-08-2018,August,2018,0,Foreign
Yadadri Bhongir,01-09-2018,September,2018,0,Foreign
Yadadri Bhongir,01-10-2018,October,2018,0,Foreign
Yadadri Bhongir,01-11-2018,November,2018,0,Foreign
Yadadri Bhongir,01-12-2018,December,2018,0,Foreign
Adilabad,01-01-2019,January,2019,0,Foreign
Adilabad,01-02-2019,February,2019,2,Foreign
Adilabad,01-03-2019,March,2019,0,Foreign
Adilabad,01-04-2019,April,2019,0,Foreign
Adilabad,01-05-2019,May,2019,0,Foreign
Adilabad,01-06-2019,June,2019,0,Foreign
Adilabad,01-07-2019,July,2019,0,Foreign
Adilabad,01-08-2019,August,2019,2,Foreign
Adilabad,01-09-2019,September,2019,0,Foreign
Adilabad,01-10-2019,October,2019,0,Foreign
Adilabad,01-11-2019,November,2019,2,Foreign
Adilabad,01-12-2019,December,2019,0,Foreign
Bhadradri Kothagudem ,01-01-2019,January,2019,0,Foreign
Bhadradri Kothagudem ,01-02-2019,February,2019,0,Foreign
Bhadradri Kothagudem ,01-03-2019,March,2019,0,Foreign
Bhadradri Kothagudem ,01-04-2019,April,2019,0,Foreign
Bhadradri Kothagudem ,01-05-2019,May,2019,0,Foreign
Bhadradri Kothagudem ,01-06-2019,June,2019,0,Foreign
Bhadradri Kothagudem ,01-07-2019,July,2019,0,Foreign
Bhadradri Kothagudem ,01-08-2019,August,2019,0,Foreign
Bhadradri Kothagudem ,01-09-2019,September,2019,0,Foreign
Bhadradri Kothagudem ,01-10-2019,October,2019,0,Foreign
Bhadradri Kothagudem ,01-11-2019,November,2019,0,Foreign
Bhadradri Kothagudem ,01-12-2019,December,2019,0,Foreign
Hyderabad,01-01-2019,January,2019,35920,Foreign
Hyderabad,01-02-2019,February,2019,25621,Foreign
Hyderabad,01-03-2019,March,2019,21929,Foreign
Hyderabad,01-04-2019,April,2019,18267,Foreign
Hyderabad,01-05-2019,May,2019,17317,Foreign
Hyderabad,01-06-2019,June,2019,20077,Foreign
Hyderabad,01-07-2019,July,2019,27874,Foreign
Hyderabad,01-08-2019,August,2019,22725,Foreign
Hyderabad,01-09-2019,September,2019,34018,Foreign
Hyderabad,01-10-2019,October,2019,28706,Foreign
Hyderabad,01-11-2019,November,2019,32762,Foreign
Hyderabad,01-12-2019,December,2019,34084,Foreign
Jagtial ,01-01-2019,January,2019,0,Foreign
Jagtial ,01-02-2019,February,2019,0,Foreign
Jagtial ,01-03-2019,March,2019,0,Foreign
Jagtial ,01-04-2019,April,2019,0,Foreign
Jagtial ,01-05-2019,May,2019,0,Foreign
Jagtial ,01-06-2019,June,2019,0,Foreign
Jagtial ,01-07-2019,July,2019,0,Foreign
Jagtial ,01-08-2019,August,2019,0,Foreign
Jagtial ,01-09-2019,September,2019,0,Foreign
Jagtial ,01-10-2019,October,2019,0,Foreign
Jagtial ,01-11-2019,November,2019,0,Foreign
Jagtial ,01-12-2019,December,2019,0,Foreign
Jangaon ,01-01-2019,January,2019,0,Foreign
Jangaon ,01-02-2019,February,2019,0,Foreign
Jangaon ,01-03-2019,March,2019,0,Foreign
Jangaon ,01-04-2019,April,2019,0,Foreign
Jangaon ,01-05-2019,May,2019,0,Foreign
Jangaon ,01-06-2019,June,2019,0,Foreign
Jangaon ,01-07-2019,July,2019,0,Foreign
Jangaon ,01-08-2019,August,2019,0,Foreign
Jangaon ,01-09-2019,September,2019,0,Foreign
Jangaon ,01-10-2019,October,2019,0,Foreign
Jangaon ,01-11-2019,November,2019,0,Foreign
Jangaon ,01-12-2019,December,2019,0,Foreign
Jayashankar Bhoopalpally,01-01-2019,January,2019,45,Foreign
Jayashankar Bhoopalpally,01-02-2019,February,2019,0,Foreign
Jayashankar Bhoopalpally,01-03-2019,March,2019,0,Foreign
Jayashankar Bhoopalpally,01-04-2019,April,2019,0,Foreign
Jayashankar Bhoopalpally,01-05-2019,May,2019,0,Foreign
Jayashankar Bhoopalpally,01-06-2019,June,2019,0,Foreign
Jayashankar Bhoopalpally,01-07-2019,July,2019,0,Foreign
Jayashankar Bhoopalpally,01-08-2019,August,2019,0,Foreign
Jayashankar Bhoopalpally,01-09-2019,September,2019,0,Foreign
Jayashankar Bhoopalpally,01-10-2019,October,2019,0,Foreign
Jayashankar Bhoopalpally,01-11-2019,November,2019,0,Foreign
Jayashankar Bhoopalpally,01-12-2019,December,2019,0,Foreign
Jogulamba Gadwal ,01-01-2019,January,2019,36,Foreign
Jogulamba Gadwal ,01-02-2019,February,2019,6,Foreign
Jogulamba Gadwal ,01-03-2019,March,2019,22,Foreign
Jogulamba Gadwal ,01-04-2019,April,2019,16,Foreign
Jogulamba Gadwal ,01-05-2019,May,2019,20,Foreign
Jogulamba Gadwal ,01-06-2019,June,2019,22,Foreign
Jogulamba Gadwal ,01-07-2019,July,2019,37,Foreign
Jogulamba Gadwal ,01-08-2019,August,2019,42,Foreign
Jogulamba Gadwal ,01-09-2019,September,2019,25,Foreign
Jogulamba Gadwal ,01-10-2019,October,2019,13,Foreign
Jogulamba Gadwal ,01-11-2019,November,2019,45,Foreign
Jogulamba Gadwal ,01-12-2019,December,2019,11,Foreign
Kamareddy ,01-01-2019,January,2019,0,Foreign
Kamareddy ,01-02-2019,February,2019,0,Foreign
Kamareddy ,01-03-2019,March,2019,0,Foreign
Kamareddy ,01-04-2019,April,2019,0,Foreign
Kamareddy ,01-05-2019,May,2019,0,Foreign
Kamareddy ,01-06-2019,June,2019,0,Foreign
Kamareddy ,01-07-2019,July,2019,0,Foreign
Kamareddy ,01-08-2019,August,2019,0,Foreign
Kamareddy ,01-09-2019,September,2019,0,Foreign
Kamareddy ,01-10-2019,October,2019,0,Foreign
Kamareddy ,01-11-2019,November,2019,0,Foreign
Kamareddy ,01-12-2019,December,2019,0,Foreign
Karimnagar ,01-01-2019,January,2019,0,Foreign
Karimnagar ,01-02-2019,February,2019,0,Foreign
Karimnagar ,01-03-2019,March,2019,0,Foreign
Karimnagar ,01-04-2019,April,2019,0,Foreign
Karimnagar ,01-05-2019,May,2019,0,Foreign
Karimnagar ,01-06-2019,June,2019,0,Foreign
Karimnagar ,01-07-2019,July,2019,0,Foreign
Karimnagar ,01-08-2019,August,2019,0,Foreign
Karimnagar ,01-09-2019,September,2019,0,Foreign
Karimnagar ,01-10-2019,October,2019,0,Foreign
Karimnagar ,01-11-2019,November,2019,0,Foreign
Karimnagar ,01-12-2019,December,2019,0,Foreign
Khammam,01-01-2019,January,2019,0,Foreign
Khammam,01-02-2019,February,2019,0,Foreign
Khammam,01-03-2019,March,2019,0,Foreign
Khammam,01-04-2019,April,2019,0,Foreign
Khammam,01-05-2019,May,2019,0,Foreign
Khammam,01-06-2019,June,2019,0,Foreign
Khammam,01-07-2019,July,2019,0,Foreign
Khammam,01-08-2019,August,2019,0,Foreign
Khammam,01-09-2019,September,2019,0,Foreign
Khammam,01-10-2019,October,2019,0,Foreign
Khammam,01-11-2019,November,2019,0,Foreign
Khammam,01-12-2019,December,2019,0,Foreign
Komaram Bheem Asifabad,01-01-2019,January,2019,0,Foreign
Komaram Bheem Asifabad,01-02-2019,February,2019,0,Foreign
Komaram Bheem Asifabad,01-03-2019,March,2019,0,Foreign
Komaram Bheem Asifabad,01-04-2019,April,2019,0,Foreign
Komaram Bheem Asifabad,01-05-2019,May,2019,0,Foreign
Komaram Bheem Asifabad,01-06-2019,June,2019,0,Foreign
Komaram Bheem Asifabad,01-07-2019,July,2019,0,Foreign
Komaram Bheem Asifabad,01-08-2019,August,2019,0,Foreign
Komaram Bheem Asifabad,01-09-2019,September,2019,0,Foreign
Komaram Bheem Asifabad,01-10-2019,October,2019,0,Foreign
Komaram Bheem Asifabad,01-11-2019,November,2019,0,Foreign
Komaram Bheem Asifabad,01-12-2019,December,2019,0,Foreign
Mahabubabad ,01-01-2019,January,2019,0,Foreign
Mahabubabad ,01-02-2019,February,2019,0,Foreign
Mahabubabad ,01-03-2019,March,2019,0,Foreign
Mahabubabad ,01-04-2019,April,2019,0,Foreign
Mahabubabad ,01-05-2019,May,2019,0,Foreign
Mahabubabad ,01-06-2019,June,2019,0,Foreign
Mahabubabad ,01-07-2019,July,2019,0,Foreign
Mahabubabad ,01-08-2019,August,2019,0,Foreign
Mahabubabad ,01-09-2019,September,2019,0,Foreign
Mahabubabad ,01-10-2019,October,2019,0,Foreign
Mahabubabad ,01-11-2019,November,2019,0,Foreign
Mahabubabad ,01-12-2019,December,2019,0,Foreign
Mahbubnagar,01-01-2019,January,2019,45,Foreign
Mahbubnagar,01-02-2019,February,2019,29,Foreign
Mahbubnagar,01-03-2019,March,2019,28,Foreign
Mahbubnagar,01-04-2019,April,2019,34,Foreign
Mahbubnagar,01-05-2019,May,2019,20,Foreign
Mahbubnagar,01-06-2019,June,2019,28,Foreign
Mahbubnagar,01-07-2019,July,2019,47,Foreign
Mahbubnagar,01-08-2019,August,2019,44,Foreign
Mahbubnagar,01-09-2019,September,2019,34,Foreign
Mahbubnagar,01-10-2019,October,2019,37,Foreign
Mahbubnagar,01-11-2019,November,2019,68,Foreign
Mahbubnagar,01-12-2019,December,2019,26,Foreign
Mancherial,01-01-2019,January,2019,0,Foreign
Mancherial,01-02-2019,February,2019,0,Foreign
Mancherial,01-03-2019,March,2019,0,Foreign
Mancherial,01-04-2019,April,2019,0,Foreign
Mancherial,01-05-2019,May,2019,0,Foreign
Mancherial,01-06-2019,June,2019,0,Foreign
Mancherial,01-07-2019,July,2019,0,Foreign
Mancherial,01-08-2019,August,2019,0,Foreign
Mancherial,01-09-2019,September,2019,0,Foreign
Mancherial,01-10-2019,October,2019,0,Foreign
Mancherial,01-11-2019,November,2019,10,Foreign
Mancherial,01-12-2019,December,2019,0,Foreign
Medak ,01-01-2019,January,2019,0,Foreign
Medak ,01-02-2019,February,2019,0,Foreign
Medak ,01-03-2019,March,2019,0,Foreign
Medak ,01-04-2019,April,2019,0,Foreign
Medak ,01-05-2019,May,2019,0,Foreign
Medak ,01-06-2019,June,2019,0,Foreign
Medak ,01-07-2019,July,2019,0,Foreign
Medak ,01-08-2019,August,2019,0,Foreign
Medak ,01-09-2019,September,2019,0,Foreign
Medak ,01-10-2019,October,2019,0,Foreign
Medak ,01-11-2019,November,2019,0,Foreign
Medak ,01-12-2019,December,2019,0,Foreign
Medchal ,01-01-2019,January,2019, ,Foreign
Medchal ,01-02-2019,February,2019, ,Foreign
Medchal ,01-03-2019,March,2019, ,Foreign
Medchal ,01-04-2019,April,2019, ,Foreign
Medchal ,01-05-2019,May,2019, ,Foreign
Medchal ,01-06-2019,June,2019, ,Foreign
Medchal ,01-07-2019,July,2019, ,Foreign
Medchal ,01-08-2019,August,2019, ,Foreign
Medchal ,01-09-2019,September,2019, ,Foreign
Medchal ,01-10-2019,October,2019, ,Foreign
Medchal ,01-11-2019,November,2019, ,Foreign
Medchal ,01-12-2019,December,2019, ,Foreign
Mulugu,01-01-2019,January,2019,0,Foreign
Mulugu,01-02-2019,February,2019,45,Foreign
Mulugu,01-03-2019,March,2019,40,Foreign
Mulugu,01-04-2019,April,2019,40,Foreign
Mulugu,01-05-2019,May,2019,40,Foreign
Mulugu,01-06-2019,June,2019,50,Foreign
Mulugu,01-07-2019,July,2019,55,Foreign
Mulugu,01-08-2019,August,2019,50,Foreign
Mulugu,01-09-2019,September,2019,60,Foreign
Mulugu,01-10-2019,October,2019,60,Foreign
Mulugu,01-11-2019,November,2019,70,Foreign
Mulugu,01-12-2019,December,2019,65,Foreign
Nagarkurnool ,01-01-2019,January,2019,35,Foreign
Nagarkurnool ,01-02-2019,February,2019,15,Foreign
Nagarkurnool ,01-03-2019,March,2019,14,Foreign
Nagarkurnool ,01-04-2019,April,2019,18,Foreign
Nagarkurnool ,01-05-2019,May,2019,14,Foreign
Nagarkurnool ,01-06-2019,June,2019,14,Foreign
Nagarkurnool ,01-07-2019,July,2019,17,Foreign
Nagarkurnool ,01-08-2019,August,2019,22,Foreign
Nagarkurnool ,01-09-2019,September,2019,7,Foreign
Nagarkurnool ,01-10-2019,October,2019,3,Foreign
Nagarkurnool ,01-11-2019,November,2019,30,Foreign
Nagarkurnool ,01-12-2019,December,2019,10,Foreign
Nalgonda,01-01-2019,January,2019,0,Foreign
Nalgonda,01-02-2019,February,2019,0,Foreign
Nalgonda,01-03-2019,March,2019,0,Foreign
Nalgonda,01-04-2019,April,2019,0,Foreign
Nalgonda,01-05-2019,May,2019,0,Foreign
Nalgonda,01-06-2019,June,2019,0,Foreign
Nalgonda,01-07-2019,July,2019,0,Foreign
Nalgonda,01-08-2019,August,2019,0,Foreign
Nalgonda,01-09-2019,September,2019,0,Foreign
Nalgonda,01-10-2019,October,2019,0,Foreign
Nalgonda,01-11-2019,November,2019,0,Foreign
Nalgonda,01-12-2019,December,2019,0,Foreign
Narayanpet,01-01-2019,January,2019,0,Foreign
Narayanpet,01-02-2019,February,2019,0,Foreign
Narayanpet,01-03-2019,March,2019,0,Foreign
Narayanpet,01-04-2019,April,2019,0,Foreign
Narayanpet,01-05-2019,May,2019,0,Foreign
Narayanpet,01-06-2019,June,2019,0,Foreign
Narayanpet,01-07-2019,July,2019,0,Foreign
Narayanpet,01-08-2019,August,2019,0,Foreign
Narayanpet,01-09-2019,September,2019,0,Foreign
Narayanpet,01-10-2019,October,2019,0,Foreign
Narayanpet,01-11-2019,November,2019,0,Foreign
Narayanpet,01-12-2019,December,2019,5,Foreign
Nirmal,01-01-2019,January,2019,0,Foreign
Nirmal,01-02-2019,February,2019,0,Foreign
Nirmal,01-03-2019,March,2019,0,Foreign
Nirmal,01-04-2019,April,2019,0,Foreign
Nirmal,01-05-2019,May,2019,0,Foreign
Nirmal,01-06-2019,June,2019,0,Foreign
Nirmal,01-07-2019,July,2019,0,Foreign
Nirmal,01-08-2019,August,2019,0,Foreign
Nirmal,01-09-2019,September,2019,0,Foreign
Nirmal,01-10-2019,October,2019,0,Foreign
Nirmal,01-11-2019,November,2019,0,Foreign
Nirmal,01-12-2019,December,2019,0,Foreign
Nizamabad,01-01-2019,January,2019,0,Foreign
Nizamabad,01-02-2019,February,2019,1,Foreign
Nizamabad,01-03-2019,March,2019,0,Foreign
Nizamabad,01-04-2019,April,2019,0,Foreign
Nizamabad,01-05-2019,May,2019,0,Foreign
Nizamabad,01-06-2019,June,2019,0,Foreign
Nizamabad,01-07-2019,July,2019,0,Foreign
Nizamabad,01-08-2019,August,2019,0,Foreign
Nizamabad,01-09-2019,September,2019,0,Foreign
Nizamabad,01-10-2019,October,2019,0,Foreign
Nizamabad,01-11-2019,November,2019,0,Foreign
Nizamabad,01-12-2019,December,2019,0,Foreign
Peddapalli,01-01-2019,January,2019,0,Foreign
Peddapalli,01-02-2019,February,2019,0,Foreign
Peddapalli,01-03-2019,March,2019,0,Foreign
Peddapalli,01-04-2019,April,2019,0,Foreign
Peddapalli,01-05-2019,May,2019,0,Foreign
Peddapalli,01-06-2019,June,2019,0,Foreign
Peddapalli,01-07-2019,July,2019,0,Foreign
Peddapalli,01-08-2019,August,2019,0,Foreign
Peddapalli,01-09-2019,September,2019,0,Foreign
Peddapalli,01-10-2019,October,2019,0,Foreign
Peddapalli,01-11-2019,November,2019,0,Foreign
Peddapalli,01-12-2019,December,2019,0,Foreign
Rajanna Sircilla ,01-01-2019,January,2019,0,Foreign
Rajanna Sircilla ,01-02-2019,February,2019,0,Foreign
Rajanna Sircilla ,01-03-2019,March,2019,0,Foreign
Rajanna Sircilla ,01-04-2019,April,2019,0,Foreign
Rajanna Sircilla ,01-05-2019,May,2019,0,Foreign
Rajanna Sircilla ,01-06-2019,June,2019,0,Foreign
Rajanna Sircilla ,01-07-2019,July,2019,0,Foreign
Rajanna Sircilla ,01-08-2019,August,2019,0,Foreign
Rajanna Sircilla ,01-09-2019,September,2019,0,Foreign
Rajanna Sircilla ,01-10-2019,October,2019,0,Foreign
Rajanna Sircilla ,01-11-2019,November,2019,0,Foreign
Rajanna Sircilla ,01-12-2019,December,2019,0,Foreign
Ranga Reddy,01-01-2019,January,2019, ,Foreign
Ranga Reddy,01-02-2019,February,2019, ,Foreign
Ranga Reddy,01-03-2019,March,2019, ,Foreign
Ranga Reddy,01-04-2019,April,2019, ,Foreign
Ranga Reddy,01-05-2019,May,2019, ,Foreign
Ranga Reddy,01-06-2019,June,2019, ,Foreign
Ranga Reddy,01-07-2019,July,2019, ,Foreign
Ranga Reddy,01-08-2019,August,2019, ,Foreign
Ranga Reddy,01-09-2019,September,2019, ,Foreign
Ranga Reddy,01-10-2019,October,2019, ,Foreign
Ranga Reddy,01-11-2019,November,2019, ,Foreign
Ranga Reddy,01-12-2019,December,2019, ,Foreign
Sangareddy ,01-01-2019,January,2019,0,Foreign
Sangareddy ,01-02-2019,February,2019,0,Foreign
Sangareddy ,01-03-2019,March,2019,0,Foreign
Sangareddy ,01-04-2019,April,2019,0,Foreign
Sangareddy ,01-05-2019,May,2019,0,Foreign
Sangareddy ,01-06-2019,June,2019,0,Foreign
Sangareddy ,01-07-2019,July,2019,0,Foreign
Sangareddy ,01-08-2019,August,2019,0,Foreign
Sangareddy ,01-09-2019,September,2019,0,Foreign
Sangareddy ,01-10-2019,October,2019,0,Foreign
Sangareddy ,01-11-2019,November,2019,0,Foreign
Sangareddy ,01-12-2019,December,2019,0,Foreign
Siddipet,01-01-2019,January,2019,0,Foreign
Siddipet,01-02-2019,February,2019,0,Foreign
Siddipet,01-03-2019,March,2019,0,Foreign
Siddipet,01-04-2019,April,2019,0,Foreign
Siddipet,01-05-2019,May,2019,0,Foreign
Siddipet,01-06-2019,June,2019,0,Foreign
Siddipet,01-07-2019,July,2019,0,Foreign
Siddipet,01-08-2019,August,2019,0,Foreign
Siddipet,01-09-2019,September,2019,0,Foreign
Siddipet,01-10-2019,October,2019,0,Foreign
Siddipet,01-11-2019,November,2019,0,Foreign
Siddipet,01-12-2019,December,2019,0,Foreign
Suryapet,01-01-2019,January,2019,0,Foreign
Suryapet,01-02-2019,February,2019,0,Foreign
Suryapet,01-03-2019,March,2019,0,Foreign
Suryapet,01-04-2019,April,2019,0,Foreign
Suryapet,01-05-2019,May,2019,0,Foreign
Suryapet,01-06-2019,June,2019,0,Foreign
Suryapet,01-07-2019,July,2019,0,Foreign
Suryapet,01-08-2019,August,2019,0,Foreign
Suryapet,01-09-2019,September,2019,0,Foreign
Suryapet,01-10-2019,October,2019,0,Foreign
Suryapet,01-11-2019,November,2019,0,Foreign
Suryapet,01-12-2019,December,2019,0,Foreign
Vikarabad,01-01-2019,January,2019, ,Foreign
Vikarabad,01-02-2019,February,2019, ,Foreign
Vikarabad,01-03-2019,March,2019, ,Foreign
Vikarabad,01-04-2019,April,2019, ,Foreign
Vikarabad,01-05-2019,May,2019, ,Foreign
Vikarabad,01-06-2019,June,2019, ,Foreign
Vikarabad,01-07-2019,July,2019, ,Foreign
Vikarabad,01-08-2019,August,2019, ,Foreign
Vikarabad,01-09-2019,September,2019, ,Foreign
Vikarabad,01-10-2019,October,2019, ,Foreign
Vikarabad,01-11-2019,November,2019, ,Foreign
Vikarabad,01-12-2019,December,2019, ,Foreign
Wanaparthy ,01-01-2019,January,2019,0,Foreign
Wanaparthy ,01-02-2019,February,2019,0,Foreign
Wanaparthy ,01-03-2019,March,2019,0,Foreign
Wanaparthy ,01-04-2019,April,2019,0,Foreign
Wanaparthy ,01-05-2019,May,2019,0,Foreign
Wanaparthy ,01-06-2019,June,2019,0,Foreign
Wanaparthy ,01-07-2019,July,2019,0,Foreign
Wanaparthy ,01-08-2019,August,2019,0,Foreign
Wanaparthy ,01-09-2019,September,2019,0,Foreign
Wanaparthy ,01-10-2019,October,2019,0,Foreign
Wanaparthy ,01-11-2019,November,2019,0,Foreign
Wanaparthy ,01-12-2019,December,2019,0,Foreign
Warangal (Rural),01-01-2019,January,2019,0,Foreign
Warangal (Rural),01-02-2019,February,2019,0,Foreign
Warangal (Rural),01-03-2019,March,2019,0,Foreign
Warangal (Rural),01-04-2019,April,2019,0,Foreign
Warangal (Rural),01-05-2019,May,2019,0,Foreign
Warangal (Rural),01-06-2019,June,2019,0,Foreign
Warangal (Rural),01-07-2019,July,2019,0,Foreign
Warangal (Rural),01-08-2019,August,2019,0,Foreign
Warangal (Rural),01-09-2019,September,2019,0,Foreign
Warangal (Rural),01-10-2019,October,2019,0,Foreign
Warangal (Rural),01-11-2019,November,2019,0,Foreign
Warangal (Rural),01-12-2019,December,2019,0,Foreign
Warangal (Urban),01-01-2019,January,2019,175,Foreign
Warangal (Urban),01-02-2019,February,2019,200,Foreign
Warangal (Urban),01-03-2019,March,2019,200,Foreign
Warangal (Urban),01-04-2019,April,2019,190,Foreign
Warangal (Urban),01-05-2019,May,2019,175,Foreign
Warangal (Urban),01-06-2019,June,2019,195,Foreign
Warangal (Urban),01-07-2019,July,2019,185,Foreign
Warangal (Urban),01-08-2019,August,2019,230,Foreign
Warangal (Urban),01-09-2019,September,2019,240,Foreign
Warangal (Urban),01-10-2019,October,2019,220,Foreign
Warangal (Urban),01-11-2019,November,2019,230,Foreign
Warangal (Urban),01-12-2019,December,2019,210,Foreign
Yadadri Bhongir,01-01-2019,January,2019,0,Foreign
Yadadri Bhongir,01-02-2019,February,2019,0,Foreign
Yadadri Bhongir,01-03-2019,March,2019,0,Foreign
Yadadri Bhongir,01-04-2019,April,2019,0,Foreign
Yadadri Bhongir,01-05-2019,May,2019,0,Foreign
Yadadri Bhongir,01-06-2019,June,2019,0,Foreign
Yadadri Bhongir,01-07-2019,July,2019,0,Foreign
Yadadri Bhongir,01-08-2019,August,2019,0,Foreign
Yadadri Bhongir,01-09-2019,September,2019,0,Foreign
Yadadri Bhongir,01-10-2019,October,2019,0,Foreign
Yadadri Bhongir,01-11-2019,November,2019,0,Foreign
Yadadri Bhongir,01-12-2019,December,2019,0,Foreign
